"doi","title","journal","last_updated_epoch","publisher_field","paper_field","attention_score"
"10.1080/0046760x.2014.945972","Empire of scholars: universities, networks and the British academic world, 1850–1939","History of Education","1421084785","Historical Studies","Social Sciences",7.45
"10.1016/s0015-0282(16)53170-7","A comparison of the usefulness of SpermMar and Immunobead tests for the detection of antisperm antibodies","Fertility & Sterility","1325376000","Clinical Sciences","Medicine",3
"10.1007/s12024-018-9965-y","Fatal methemoglobinemia complicating alkaptonuria (ochronosis): a rare presentation","Forensic Science, Medicine & Pathology","1521789797","Clinical Sciences","Medicine",1
"10.1517/17425247.2015.1074567","Fluorescent nanoparticles for the accurate detection of drug delivery","Expert Opinion on Drug Delivery","1447978112","Pharmacology And Pharmaceutical Sciences","Life Sciences",0.25
"10.4236/health.2014.616252","Influence Factors of Mobility-Related Activities of Daily Living in Chronic Dialysis Patients Needing Long-Term Care: Analysis of Long-Term Care Eligibility Assessment Survey Data","Health (1949-4998)","1419424392","Public Health And Health Services","Social Sciences",0.25
"10.7164/antibiotics.36.927","Chimeramycins. New macrolide antibiotics produced by hybrid biosynthesis.","Journal of Antibiotics","508550400",NA,"Life Sciences",3
"10.1161/circulationaha.114.013645","Letter by Li and Hong Regarding Article, “Cross Talk of Combined Gene and Cell Therapy in Ischemic Heart Disease: Role of Exosomal MicroRNA Transfer”","Circulation","1431762188","Clinical Sciences","Medicine",0.5
"10.2210/pdb2hy0/pdb","crystal structure of chek1 in complex with inhibitor 22",NA,"1552735216",NA,NA,0.25
"10.1046/j.1365-2133.1998.02171.x","Expression of CD26/dipeptidyl-peptidase IV in benign and malignant pigment-cell lesions of the skin","British Journal of Dermatology","1521504000","Clinical Sciences","Medicine",6
"10.1080/13563467.2015.1041479","Money Talks: Moral Economies of Earning a Living in Neoliberal East Africa","New Political Economy","1542308437","Economic Theory","Social Sciences",8.08
"10.1063/1.4948760","Mixing in lock-release gravity currents propagating up a slope","Physics of Fluids A","1533751228","Mathematical Sciences","Physical Sciences",1
"10.1016/j.vetmic.2010.05.009","Evaluation of an indirect ELISA for detection of antibodies in bulk milk against bluetongue virus infections in the Netherlands","Veterinary Microbiology","1307491200","Microbiology","Veterinary",3
"10.1016/j.jvb.2008.09.002","The nature, prevalence and correlates of generativity among men in middle career","Journal of Vocational Behavior","1477612800","Business And Management","Psychology",3
"10.1037/a0030739","Forgetting our personal past: Socially shared retrieval-induced forgetting of autobiographical memories.","Journal of Experimental Psychology. General","1455284938","Psychology","Life Sciences",5.45
"10.1016/j.ress.2013.07.004","A metric and frameworks for resilience analysis of engineered and infrastructure systems","Reliability Engineering & System Safety","1472786774","Engineering","Mathematics",12.85
"10.1002/cjas.1419","SME internationalization research: Mapping the state of the art","Canadian Journal of Administrative Sciences","1507042377","Business And Management","Social Sciences",0.5
"10.1371/journal.pone.0069271","Volatile Emissions from Compressed Tissue","PLoS ONE","1373471826","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",0.5
"10.1021/acsenergylett.7b00191","Beyond Colloidal Cesium Lead Halide Perovskite Nanocrystals: Analogous Metal Halides and Doping","ACS Energy Letters","1502816918",NA,NA,2.1
"10.1016/j.jcrysgro.2007.12.041","Crystal growth of large diameter LaBr3:Ce and CeBr3","Journal of Crystal Growth","1314230400","Macromolecular And Materials Chemistry","Materials Science",9
"10.1016/j.stam.2007.07.001","Microwave-assisted route for synthesis of nanosized metal oxides","Science & Technology of Advanced Materials","1494288000","Materials Engineering","Materials Science",3
"10.1007/s00438-014-0843-3","Bridging the gaps in systems biology","Molecular Genetics & Genomics","1416917884","Animal Genetics and Genomics","Biochemistry, Genetics and Molecular Biology",1.5
"10.1002/j.1460-2075.1992.tb05116.x","Fasciation induction by the phytopathogen Rhodococcus fascians depends upon a linear plasmid encoding a cytokinin synthase gene.","EMBO Journal","1016496000","Biological Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.2307/3429435","Case-Control Cancer Mortality Study and Chlorination of Drinking Water in Louisiana","Environmental Health Perspectives","1072915200",NA,"Health Sciences",3
"10.1086/322598","The Central Scotland
                    Escherichia coli
                    O157:H7 Outbreak: Risk Factors for the Hemolytic Uremic Syndrome and Death among Hospitalized Patients","Clinical Infectious Diseases","1325376000","Biological Sciences","Medicine",12
"10.1177/2050312115626731","Apolipoprotein E ε4 allele and malondialdehyde level are independent risk factors for Alzheimer’s disease","SAGE Open Medicine","1454735944",NA,NA,7
"10.1590/s0034-89102004000700005","The impact of night work on subjective reports of well-being: an exploratory study of health care workers from five nations","Revista de Saúde Pública","1338163200",NA,NA,3
"10.1021/ja062318i","Layer-by-Layer Enzyme/Polyelectrolyte Films as a Functional Protective Barrier in Oxidizing Media","Journal of the American Chemical Society","1477958400","Chemical Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1002/pros.10336","The novel Ras antagonist, farnesylthiosalicylate, suppresses growth of prostate cancer in vitro","The Prostate","1514851200","Clinical Sciences","Medicine",6
"10.1523/jneurosci.4432-15.2016","BDNF Val66Met Polymorphism Interacts with Sleep Consolidation to Predict Ability to Create New Declarative Memories","Journal of Neuroscience","1471648374","Medical And Health Sciences","Life Sciences",10.25
"10.1017/s0003598x00077796","Raymond Williams. People of the Black Mountains I: The beginning. … 361 pages. 1989. London: Chatto & Windus; ISBN 0-7011-2845-3 hardback £13.95.","Antiquity","1435318203","Archaeology","Social Sciences",0.5
"10.1080/21670811.2017.1338527","Sharing News Online","Digital Journalism","1516023300",NA,NA,12.18
"10.1074/jbc.m202165200","The Origin Recognition Complex Marks a Replication Origin in the Human
                    TOP1
                    Gene Promoter","Journal of Biological Chemistry","1029196800","Biological Sciences","Biochemistry, Genetics and Molecular Biology",1
"10.1111/j.1464-410x.2009.09036.x","Patient-reported reasons for discontinuing overactive bladder medication","British Journal of Urology","1375864200","Clinical Sciences","Medicine",5
"10.1038/nbt1209-1077","Biotech in the basement","Nature Biotechnology","1459613448","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",1.5
"10.1007/s10618-011-0245-7","A preconditioned conjugate gradient algorithm for GeneRank with application to microarray data mining","Data Mining & Knowledge Discovery","1323246724","Artificial Intelligence And Image Processing","Physical Sciences",1
"10.1371/journal.pone.0034158","Coexpression of Nuclear Receptors and Histone Methylation Modifying Genes in the Testis: Implications for Endocrine Disruptor Modes of Action","PLoS ONE","1533650818","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",1.5
"10.1143/jjap.36.5249","Effects of the Partial Pressure of Copper (I) Hexafluoroacetylacetonate Trimethylvinylsilane on the Chemical Vapor Deposition of Copper","Japanese Journal of Applied Physics","1397520000","Mathematical Sciences","Physical Sciences",6
"10.1001/jama.283.4.475","Effectiveness of a Journal Intervention to Improve Abstract Quality","JAMA: Journal of the American Medical Association","1401181200","Medical And Health Sciences","Medicine",14
"10.1002/jbmr.2190","Bone Cell Senescence: Mechanisms and Perspectives","Journal of Bone & Mineral Research","1517575846","Medical And Health Sciences","Medicine",3
"10.1007/978-3-540-85021-2","Muscle Pain: Understanding the Mechanisms",NA,"1534522560",NA,NA,0.25
"10.1186/1472-6963-12-224","Use of general practice, diagnostic investigations and hospital services before and after cancer diagnosis - a population-based nationwide registry study of 127,000 incident adult cancer patients","BMC Health Services Research","1344015122","Public Health And Health Services","Medicine",1
"10.1016/s1359-6446(11)00306-0","Contents","Drug Discovery Today","1318308282","Pharmacology And Pharmaceutical Sciences","Life Sciences",0.25
"10.1007/s10517-018-4066-1","Complex Analysis of Total and Fetal DNA and Cytokines in Blood Plasma of Pregnant Women with Preeclampsia","Bulletin of Experimental Biology & Medicine","1537467481","Biomedicine","Biochemistry, Genetics and Molecular Biology",0.25
"10.17125/plaid.2016.91","Leading the Struggle to Thrive","The PLAID Journal","1497217938",NA,NA,3.25
"10.1109/msp.2017.2739826","Visual Question Answering: A Tutorial","IEEE Signal Processing Magazine","1511436678","Electrical And Electronic Engineering","Physical Sciences",0.5
"10.1111/jocn.13174","Development of the Arabic Spiritual Care Intervention-Provision Scale","Journal of Clinical Nursing","1463392573","Nursing","Health Sciences",0.25
"10.1002/hed.20296","Effectiveness of routine follow-up of patients treated for T1-2N0 oral squamous cell carcinomas of the floor of mouth and tongue","Head & Neck","1455062400","Clinical Sciences","Medicine",3
"10.3109/09553002.2012.683512","International workshop: Radiation effects on mutation in somatic and germline stem cells","International Journal of Radiation Biology","1336187990","Biological Sciences","Medicine",0.5
"10.1016/s0960-894x(00)00016-0","(1,4-Benzothiazinyloxy)alkylpiperazine derivatives as potential antihypertensive agents","Bioorganic & Medicinal Chemistry Letters","1526947200","Medicinal And Biomolecular Chemistry","Biochemistry, Genetics and Molecular Biology",6
"10.1039/c0nj00041h","Synthetic mRNA cap analogs with a modified triphosphate bridge – synthesis, applications and prospects","New Journal of Chemistry","1516838400","Chemical Sciences","Materials Science",4
"10.1111/j.1365-2559.2013.12351.x","Intraductal spread of prostate cancer into the seminal vesicles","Histopathology","1388349480","Clinical Sciences","Medicine",2.85
"10.1378/chest.10-3114","Sex Differences in the Diagnosis, Treatment, and Outcome of Patients With Pulmonary Arterial Hypertension Enrolled in the Registry to Evaluate Early and Long-term Pulmonary Arterial Hypertension Disease Management","CHEST","1513036800","Clinical Sciences","Medicine",3
"10.1126/science.aar2336","Response","Science","1534931767",NA,"General",0.75
"10.1111/j.1651-2227.1977.tb07951.x","THE EFFECTIVENESS OF PHENOBARBITAL IN THE PREVENTION OF RECURRENT FEBRILE CONVULSIONS IN CHILDREN WITH AND WITHOUT A HISTORY OF PRE-, PERI- AND POSTNATAL ABNORMALITIES","Acta Paediatrica","1451606400","Paediatrics And Reproductive Medicine","Medicine",3
"10.3111/13696998.2013.823868","Using observational analysis of multiple sclerosis relapse to design outcomes-based contracts for disease-modifying drugs: a feasibility assessment","Journal of Medical Economics","1376023578","Applied Economics","Medicine",1.35
"10.1007/978-1-4020-8265-8_1292","Neurotheology",NA,"1483714045","Humanities / Arts",NA,0.5
"10.1111/jbi.12585","Testing a time hypothesis in the biogeography of the arowana genus
                    Scleropages
                    (Osteoglossidae)","Journal of Biogeography","1440458017","Earth Sciences","Physical Sciences",0.75
"10.1007/s10052-998-0104-x","Review of Particle Physics","European Physical Journal C -- Particles & Fields","1246751879","Quantum Physics","Physical Sciences",3
"10.1182/blood-2013-10-529933","A double red cells population in a woman with a microcytic anemia","Blood","1391933679","Cardiovascular Medicine And Haematology","Biochemistry, Genetics and Molecular Biology",0.5
"10.1016/j.eneco.2017.08.003","Revitalising the wind power induced merit order effect to reduce wholesale and retail electricity prices in Australia","Energy Economics","1503310958",NA,"Economics, Econometrics and Finance",2.2
"10.1002/mame.201500050","All-Dry Fabrication of Poly(methacrylic acid)-Based Membranes with Controlled Dissolution Behavior","Macromolecular Materials and Engineering (formerly Die Angewandte Makromolekulare Chemie)","1432229421","Chemical Sciences","Materials Science",0.25
"10.1017/s0029665111001613","An evaluation of vitamin D status in individuals with systemic lupus erythematosus.","Proceedings of the Nutrition Society","1314461687","Nutrition And Dietetics","Medicine",3
"10.1681/asn.2004090797","1,25 Dihydroxyvitamin D Amplifies Type A Natriuretic Peptide Receptor Expression and Activity in Target Cells","Journal of the American Society of Nephrology","1389052800","Clinical Sciences","Medicine",3
